tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
LTW_ENG_20071113.0131.LDC2009T13,61b3a0af8f8486a22508,"In the early 1930s, he became involved in a ""Don't Shop Where You Can't Work"" campaign that targeted merchants in Los Angeles who refused to hire blacks.","[(0, 'In'), (1, 'the'), (2, 'early'), (3, '1930s'), (4, ','), (5, 'he'), (6, 'became'), (7, 'involved'), (8, 'in'), (9, 'a'), (10, '``'), (11, 'Do'), (12, ""n't""), (13, 'Shop'), (14, 'Where'), (15, 'You'), (16, 'Ca'), (17, ""n't""), (18, 'Work'), (19, ""''""), (20, 'campaign'), (21, 'that'), (22, 'targeted'), (23, 'merchants'), (24, 'in'), (25, 'Los'), (26, 'Angeles'), (27, 'who'), (28, 'refused'), (29, 'to'), (30, 'hire'), (31, 'blacks'), (32, '.')]",5,5,25,26,,,,,
AFP_ENG_20090601.0319,61b3a0af8f8b43ffa751,LONDON: Allies of singing sensation Susan Boyle rallied round as it emerged she was rushed to a London clinic with exhaustion and possible mental health problems soon after she was beaten into second place in national talent contest.,"[(0, 'LONDON'), (1, ':'), (2, 'Allies'), (3, 'of'), (4, 'singing'), (5, 'sensation'), (6, 'Susan'), (7, 'Boyle'), (8, 'rallied'), (9, 'round'), (10, 'as'), (11, 'it'), (12, 'emerged'), (13, 'she'), (14, 'was'), (15, 'rushed'), (16, 'to'), (17, 'a'), (18, 'London'), (19, 'clinic'), (20, 'with'), (21, 'exhaustion'), (22, 'and'), (23, 'possible'), (24, 'mental'), (25, 'health'), (26, 'problems'), (27, 'soon'), (28, 'after'), (29, 'she'), (30, 'was'), (31, 'beaten'), (32, 'into'), (33, 'second'), (34, 'place'), (35, 'in'), (36, 'national'), (37, 'talent'), (38, 'contest'), (39, '.')]",13,13,0,0,,,,,
XIN_ENG_20070208.0259.LDC2009T13,61b3a0af8fd6240808e5,He lives in the northern German city of Bremen.,"[(0, 'He'), (1, 'lives'), (2, 'in'), (3, 'the'), (4, 'northern'), (5, 'German'), (6, 'city'), (7, 'of'), (8, 'Bremen'), (9, '.')]",0,0,8,8,,,,,
APW_ENG_20071224.0560.LDC2009T13,61b3a0af8fe4526820a8,"His death was confirmed by Hazel McCallion, mayor of Mississauga, Ontario, the Toronto suburb where Peterson lived.","[(0, 'His'), (1, 'death'), (2, 'was'), (3, 'confirmed'), (4, 'by'), (5, 'Hazel'), (6, 'McCallion'), (7, ','), (8, 'mayor'), (9, 'of'), (10, 'Mississauga'), (11, ','), (12, 'Ontario'), (13, ','), (14, 'the'), (15, 'Toronto'), (16, 'suburb'), (17, 'where'), (18, 'Peterson'), (19, 'lived'), (20, '.')]",18,18,10,10,,,,,
APW_ENG_20070710.1052.LDC2009T13,61b3a0af8f7a0574b852,"Lancaster County Coroner Dr. G. Gary Kirchner said the summary citations, filed by a Humane Society officer last week, were unwarranted.","[(0, 'Lancaster'), (1, 'County'), (2, 'Coroner'), (3, 'Dr.'), (4, 'G.'), (5, 'Gary'), (6, 'Kirchner'), (7, 'said'), (8, 'the'), (9, 'summary'), (10, 'citations'), (11, ','), (12, 'filed'), (13, 'by'), (14, 'a'), (15, 'Humane'), (16, 'Society'), (17, 'officer'), (18, 'last'), (19, 'week'), (20, ','), (21, 'were'), (22, 'unwarranted'), (23, '.')]",4,6,0,1,,,,,
NYT_ENG_20081220.0024.LDC2009T13,61b3a0af8f9d57680f2f,A day later Lindsey Hord drove to the Cooks' modern subdivision from his state office in Okeechobee.,"[(0, 'A'), (1, 'day'), (2, 'later'), (3, 'Lindsey'), (4, 'Hord'), (5, 'drove'), (6, 'to'), (7, 'the'), (8, 'Cooks'), (9, ""'""), (10, 'modern'), (11, 'subdivision'), (12, 'from'), (13, 'his'), (14, 'state'), (15, 'office'), (16, 'in'), (17, 'Okeechobee'), (18, '.')]",13,13,17,17,,,,,
APW_ENG_20100127.0483,61b3a0af8f36f8d773fc,"The Sun tabloid says Boyle, who shot to stardom on the back of her appearance on ""Britain's Got Talent"" last spring, ran into the man as she returned to her home in the small Scottish village of Blackburn.","[(0, 'The'), (1, 'Sun'), (2, 'tabloid'), (3, 'says'), (4, 'Boyle'), (5, ','), (6, 'who'), (7, 'shot'), (8, 'to'), (9, 'stardom'), (10, 'on'), (11, 'the'), (12, 'back'), (13, 'of'), (14, 'her'), (15, 'appearance'), (16, 'on'), (17, '``'), (18, 'Britain'), (19, ""'s""), (20, 'Got'), (21, 'Talent'), (22, ""''""), (23, 'last'), (24, 'spring'), (25, ','), (26, 'ran'), (27, 'into'), (28, 'the'), (29, 'man'), (30, 'as'), (31, 'she'), (32, 'returned'), (33, 'to'), (34, 'her'), (35, 'home'), (36, 'in'), (37, 'the'), (38, 'small'), (39, 'Scottish'), (40, 'village'), (41, 'of'), (42, 'Blackburn'), (43, '.')]",4,4,42,42,,,,,
NYT_ENG_20101112.0021,61b3a0af8f356665eed6,NY-SCHOOLS-CHIEF (New York) - Developments in the appointment of publishing executive Cathleen P. Black as the next New York City schools chancellor.,"[(0, 'NY-SCHOOLS-CHIEF'), (1, '-LRB-'), (2, 'New'), (3, 'York'), (4, '-RRB-'), (5, '--'), (6, 'Developments'), (7, 'in'), (8, 'the'), (9, 'appointment'), (10, 'of'), (11, 'publishing'), (12, 'executive'), (13, 'Cathleen'), (14, 'P.'), (15, 'Black'), (16, 'as'), (17, 'the'), (18, 'next'), (19, 'New'), (20, 'York'), (21, 'City'), (22, 'schools'), (23, 'chancellor'), (24, '.')]",13,15,19,21,,,,,
LTW_ENG_20071101.0142.LDC2009T13,61b3a0af8fade3639252,"In 1967, two years after graduating from Barnard College, she married a Swedish social worker and moved to Stockholm, where she found work as a typist for the Stockholm International Peace Research Institute.","[(0, 'In'), (1, '1967'), (2, ','), (3, 'two'), (4, 'years'), (5, 'after'), (6, 'graduating'), (7, 'from'), (8, 'Barnard'), (9, 'College'), (10, ','), (11, 'she'), (12, 'married'), (13, 'a'), (14, 'Swedish'), (15, 'social'), (16, 'worker'), (17, 'and'), (18, 'moved'), (19, 'to'), (20, 'Stockholm'), (21, ','), (22, 'where'), (23, 'she'), (24, 'found'), (25, 'work'), (26, 'as'), (27, 'a'), (28, 'typist'), (29, 'for'), (30, 'the'), (31, 'Stockholm'), (32, 'International'), (33, 'Peace'), (34, 'Research'), (35, 'Institute'), (36, '.')]",11,11,20,20,,,,,
LTW_ENG_20070822.0147.LDC2009T13,61b3a0af8fe78a719689,Both Manhattan District Attorney Robert Morgenthau and state Attorney General Andrew Cuomo launched probes Tuesday into the blaze Saturday that turned the abandoned Deutsche Bank building into a fiery trap.,"[(0, 'Both'), (1, 'Manhattan'), (2, 'District'), (3, 'Attorney'), (4, 'Robert'), (5, 'Morgenthau'), (6, 'and'), (7, 'state'), (8, 'Attorney'), (9, 'General'), (10, 'Andrew'), (11, 'Cuomo'), (12, 'launched'), (13, 'probes'), (14, 'Tuesday'), (15, 'into'), (16, 'the'), (17, 'blaze'), (18, 'Saturday'), (19, 'that'), (20, 'turned'), (21, 'the'), (22, 'abandoned'), (23, 'Deutsche'), (24, 'Bank'), (25, 'building'), (26, 'into'), (27, 'a'), (28, 'fiery'), (29, 'trap'), (30, '.')]",4,5,1,1,,,,,
LTW_ENG_20080211.0057.LDC2009T13,61b3a0af8fc932b985e9,"After a stint in the Air Force, Scheider began acting at Franklin and Marshall College in Lancaster, Pa., and by the time he graduated, he knew he wanted to be an actor.","[(0, 'After'), (1, 'a'), (2, 'stint'), (3, 'in'), (4, 'the'), (5, 'Air'), (6, 'Force'), (7, ','), (8, 'Scheider'), (9, 'began'), (10, 'acting'), (11, 'at'), (12, 'Franklin'), (13, 'and'), (14, 'Marshall'), (15, 'College'), (16, 'in'), (17, 'Lancaster'), (18, ','), (19, 'Pa.'), (20, ','), (21, 'and'), (22, 'by'), (23, 'the'), (24, 'time'), (25, 'he'), (26, 'graduated'), (27, ','), (28, 'he'), (29, 'knew'), (30, 'he'), (31, 'wanted'), (32, 'to'), (33, 'be'), (34, 'an'), (35, 'actor'), (36, '.')]",25,25,17,17,,,,,
eng-NG-31-126958-9171868,61b3a0af8f2c059d994e,"Jefferson Joseph DeBlanc Sr. was born in Lockport, La., on Feb. 15 , 1921, and grew up in St. Martinville.","[(0, 'Jefferson'), (1, 'Joseph'), (2, 'DeBlanc'), (3, 'Sr.'), (4, 'was'), (5, 'born'), (6, 'in'), (7, 'Lockport'), (8, ','), (9, 'La.'), (10, ','), (11, 'on'), (12, 'Feb.'), (13, '15'), (14, ','), (15, '1921'), (16, ','), (17, 'and'), (18, 'grew'), (19, 'up'), (20, 'in'), (21, 'St.'), (22, 'Martinville'), (23, '.')]",0,3,7,7,,,,,
eng-NG-31-142091-9997809,61b3a0af8f5c56b0a716,"2) Michael Sandy, in Bellport, Long Island, in 2003.","[(0, '2'), (1, '-RRB-'), (2, 'Michael'), (3, 'Sandy'), (4, ','), (5, 'in'), (6, 'Bellport'), (7, ','), (8, 'Long'), (9, 'Island'), (10, ','), (11, 'in'), (12, '2003'), (13, '.')]",2,3,8,9,,,,,
eng-WL-11-174595-12968276,61b3a0af8f23c15e23b1,"And speaking of Paul Sculfor, he was snapped making the walk of shame as he exited Jennifer Aniston's Malibu, CA home yesterday morning/afternoon :","[(0, 'And'), (1, 'speaking'), (2, 'of'), (3, 'Paul'), (4, 'Sculfor'), (5, ','), (6, 'he'), (7, 'was'), (8, 'snapped'), (9, 'making'), (10, 'the'), (11, 'walk'), (12, 'of'), (13, 'shame'), (14, 'as'), (15, 'he'), (16, 'exited'), (17, 'Jennifer'), (18, 'Aniston'), (19, ""'s""), (20, 'Malibu'), (21, ','), (22, 'CA'), (23, 'home'), (24, 'yesterday'), (25, 'morning/afternoon'), (26, ':')]",3,4,20,20,,,,,
eng-NG-31-142154-10030033,61b3a0af8fcc393182bd,"In a major breakthrough, the sleuths of the Special Task Force arrested six Lashkar-e-Tayyeba (LeT) from Lucknow and Rampur on Sunday morning.","[(0, 'In'), (1, 'a'), (2, 'major'), (3, 'breakthrough'), (4, ','), (5, 'the'), (6, 'sleuths'), (7, 'of'), (8, 'the'), (9, 'Special'), (10, 'Task'), (11, 'Force'), (12, 'arrested'), (13, 'six'), (14, 'Lashkar-e-Tayyeba'), (15, '-LRB-'), (16, 'LeT'), (17, '-RRB-'), (18, 'from'), (19, 'Lucknow'), (20, 'and'), (21, 'Rampur'), (22, 'on'), (23, 'Sunday'), (24, 'morning'), (25, '.')]",14,14,19,19,,,,,
NYT_ENG_20070116.0019.LDC2009T13,61b3a0af8fe23a212fb6,"Over the next four decades, Washburn reshaped the museum, shepherding it from its Back Bay location to a new site - under a new name, the Museum of Science - along the Charles River on the border of Boston and Cambridge, Mass., and increased the size of its staff substantially.","[(0, 'Over'), (1, 'the'), (2, 'next'), (3, 'four'), (4, 'decades'), (5, ','), (6, 'Washburn'), (7, 'reshaped'), (8, 'the'), (9, 'museum'), (10, ','), (11, 'shepherding'), (12, 'it'), (13, 'from'), (14, 'its'), (15, 'Back'), (16, 'Bay'), (17, 'location'), (18, 'to'), (19, 'a'), (20, 'new'), (21, 'site'), (22, '--'), (23, 'under'), (24, 'a'), (25, 'new'), (26, 'name'), (27, ','), (28, 'the'), (29, 'Museum'), (30, 'of'), (31, 'Science'), (32, '--'), (33, 'along'), (34, 'the'), (35, 'Charles'), (36, 'River'), (37, 'on'), (38, 'the'), (39, 'border'), (40, 'of'), (41, 'Boston'), (42, 'and'), (43, 'Cambridge'), (44, ','), (45, 'Mass.'), (46, ','), (47, 'and'), (48, 'increased'), (49, 'the'), (50, 'size'), (51, 'of'), (52, 'its'), (53, 'staff'), (54, 'substantially'), (55, '.')]",6,6,35,36,,,,,
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8f348eb7ec24,"STEVEN B DEROUNIAN , 89, JUDGE AND NASSAU EX-CONGRESSMAN After moving to Austin, he was of counsel to a firm there and taught law at the University of Texas at Austin for several more years.","[(0, 'STEVEN'), (1, 'B'), (2, 'DEROUNIAN'), (3, ','), (4, '89'), (5, ','), (6, 'JUDGE'), (7, 'AND'), (8, 'NASSAU'), (9, 'EX-CONGRESSMAN'), (10, 'After'), (11, 'moving'), (12, 'to'), (13, 'Austin'), (14, ','), (15, 'he'), (16, 'was'), (17, 'of'), (18, 'counsel'), (19, 'to'), (20, 'a'), (21, 'firm'), (22, 'there'), (23, 'and'), (24, 'taught'), (25, 'law'), (26, 'at'), (27, 'the'), (28, 'University'), (29, 'of'), (30, 'Texas'), (31, 'at'), (32, 'Austin'), (33, 'for'), (34, 'several'), (35, 'more'), (36, 'years'), (37, '.')]",0,2,13,13,,,,,
APW_ENG_20071220.1403.LDC2009T13,61b3a0af8fc478036e51,"A judge in New York City said Remy Ma, whose real name is Remy Smith, said Thursday that the hip-hopper could not leave the United States for a five-country European concert tour.","[(0, 'A'), (1, 'judge'), (2, 'in'), (3, 'New'), (4, 'York'), (5, 'City'), (6, 'said'), (7, 'Remy'), (8, 'Ma'), (9, ','), (10, 'whose'), (11, 'real'), (12, 'name'), (13, 'is'), (14, 'Remy'), (15, 'Smith'), (16, ','), (17, 'said'), (18, 'Thursday'), (19, 'that'), (20, 'the'), (21, 'hip-hopper'), (22, 'could'), (23, 'not'), (24, 'leave'), (25, 'the'), (26, 'United'), (27, 'States'), (28, 'for'), (29, 'a'), (30, 'five-country'), (31, 'European'), (32, 'concert'), (33, 'tour'), (34, '.')]",14,15,3,5,,,,,
NYT_ENG_20080907.0026.LDC2009T13,61b3a0af8fd7642430a2,"In New York City, Zagat's home, it offers ratings of 2,372 restaurants , 28 percent of the number on Yelp's site; for the San Francisco Bay Area, it rates 1,135, or only about 6 percent of Yelp's.","[(0, 'In'), (1, 'New'), (2, 'York'), (3, 'City'), (4, ','), (5, 'Zagat'), (6, ""'s""), (7, 'home'), (8, ','), (9, 'it'), (10, 'offers'), (11, 'ratings'), (12, 'of'), (13, '2,372'), (14, 'restaurants'), (15, ','), (16, '28'), (17, 'percent'), (18, 'of'), (19, 'the'), (20, 'number'), (21, 'on'), (22, 'Yelp'), (23, ""'s""), (24, 'site'), (25, ';'), (26, 'for'), (27, 'the'), (28, 'San'), (29, 'Francisco'), (30, 'Bay'), (31, 'Area'), (32, ','), (33, 'it'), (34, 'rates'), (35, '1,135'), (36, ','), (37, 'or'), (38, 'only'), (39, 'about'), (40, '6'), (41, 'percent'), (42, 'of'), (43, 'Yelp'), (44, ""'s""), (45, '.')]",5,5,1,3,,,,,
LTW_ENG_20071101.0142.LDC2009T13,61b3a0af8f01f738d1de,"For 27 years, she headed the Institute for Defense and Disarmament Studies, a think tank she founded 27 years ago in Brookline, Mass. .","[(0, 'For'), (1, '27'), (2, 'years'), (3, ','), (4, 'she'), (5, 'headed'), (6, 'the'), (7, 'Institute'), (8, 'for'), (9, 'Defense'), (10, 'and'), (11, 'Disarmament'), (12, 'Studies'), (13, ','), (14, 'a'), (15, 'think'), (16, 'tank'), (17, 'she'), (18, 'founded'), (19, '27'), (20, 'years'), (21, 'ago'), (22, 'in'), (23, 'Brookline'), (24, ','), (25, 'Mass.'), (26, '.')]",4,4,23,23,,,,,
eng-NG-31-126958-9171868,61b3a0af8f93fd6d1d59,"While a student at Southwestern Louisiana Institute (now the University of Louisiana at Lafayette), he signed up for the Civilian Pilot Training program and learned to fly Piper Cubs.","[(0, 'While'), (1, 'a'), (2, 'student'), (3, 'at'), (4, 'Southwestern'), (5, 'Louisiana'), (6, 'Institute'), (7, '-LRB-'), (8, 'now'), (9, 'the'), (10, 'University'), (11, 'of'), (12, 'Louisiana'), (13, 'at'), (14, 'Lafayette'), (15, '-RRB-'), (16, ','), (17, 'he'), (18, 'signed'), (19, 'up'), (20, 'for'), (21, 'the'), (22, 'Civilian'), (23, 'Pilot'), (24, 'Training'), (25, 'program'), (26, 'and'), (27, 'learned'), (28, 'to'), (29, 'fly'), (30, 'Piper'), (31, 'Cubs'), (32, '.')]",17,17,14,14,,,,,
NYT_ENG_20080407.0097.LDC2009T13,61b3a0af8f880ff4be49,"ATLANTA - ""American Idol"" finalist Michael Johns moved to Los Angeles several years ago, but his heart is still in Atlanta . '","[(0, 'ATLANTA'), (1, '--'), (2, '``'), (3, 'American'), (4, 'Idol'), (5, ""''""), (6, 'finalist'), (7, 'Michael'), (8, 'Johns'), (9, 'moved'), (10, 'to'), (11, 'Los'), (12, 'Angeles'), (13, 'several'), (14, 'years'), (15, 'ago'), (16, ','), (17, 'but'), (18, 'his'), (19, 'heart'), (20, 'is'), (21, 'still'), (22, 'in'), (23, 'Atlanta'), (24, '.'), (25, ""'"")]",7,8,0,0,,,,,
eng-WL-11-174572-12947769,61b3a0af8ff27bb51122,"While perched front row at Topshop Unique's S/S 10 show in London, Olivia Palermo exclusively told ELLEuk.com ` I don't like my hair at the moment, I'm planning on going brunette as soon as I get back home'.","[(0, 'While'), (1, 'perched'), (2, 'front'), (3, 'row'), (4, 'at'), (5, 'Topshop'), (6, 'Unique'), (7, ""'s""), (8, 'S/S'), (9, '10'), (10, 'show'), (11, 'in'), (12, 'London'), (13, ','), (14, 'Olivia'), (15, 'Palermo'), (16, 'exclusively'), (17, 'told'), (18, 'ELLEuk.com'), (19, '`'), (20, 'I'), (21, 'do'), (22, ""n't""), (23, 'like'), (24, 'my'), (25, 'hair'), (26, 'at'), (27, 'the'), (28, 'moment'), (29, ','), (30, 'I'), (31, ""'m""), (32, 'planning'), (33, 'on'), (34, 'going'), (35, 'brunette'), (36, 'as'), (37, 'soon'), (38, 'as'), (39, 'I'), (40, 'get'), (41, 'back'), (42, 'home'), (43, ""'""), (44, '.')]",14,15,12,12,,,,,
APW_ENG_20080220.0024.LDC2009T13,61b3a0af8f599628989e,"If Andre Carson wins the Democratic-leaning Indianapolis district over a freshman Republican legislator and a longshot Libertarian candidate, he would join Rep. Keith Ellison, a Minnesota Democrat, as the only Muslims elected to Congress.","[(0, 'If'), (1, 'Andre'), (2, 'Carson'), (3, 'wins'), (4, 'the'), (5, 'Democratic-leaning'), (6, 'Indianapolis'), (7, 'district'), (8, 'over'), (9, 'a'), (10, 'freshman'), (11, 'Republican'), (12, 'legislator'), (13, 'and'), (14, 'a'), (15, 'longshot'), (16, 'Libertarian'), (17, 'candidate'), (18, ','), (19, 'he'), (20, 'would'), (21, 'join'), (22, 'Rep.'), (23, 'Keith'), (24, 'Ellison'), (25, ','), (26, 'a'), (27, 'Minnesota'), (28, 'Democrat'), (29, ','), (30, 'as'), (31, 'the'), (32, 'only'), (33, 'Muslims'), (34, 'elected'), (35, 'to'), (36, 'Congress'), (37, '.')]",19,19,6,6,,,,,
NYT_ENG_20080919.0119.LDC2009T13,61b3a0af8fe58a5328e5,"But they certainly are in no position to tell the masses to not live near the water, with the Kennedy compound in Hyannis Port and Kerry's home on Nantucket.","[(0, 'But'), (1, 'they'), (2, 'certainly'), (3, 'are'), (4, 'in'), (5, 'no'), (6, 'position'), (7, 'to'), (8, 'tell'), (9, 'the'), (10, 'masses'), (11, 'to'), (12, 'not'), (13, 'live'), (14, 'near'), (15, 'the'), (16, 'water'), (17, ','), (18, 'with'), (19, 'the'), (20, 'Kennedy'), (21, 'compound'), (22, 'in'), (23, 'Hyannis'), (24, 'Port'), (25, 'and'), (26, 'Kerry'), (27, ""'s""), (28, 'home'), (29, 'on'), (30, 'Nantucket'), (31, '.')]",26,26,30,30,,,,,
APW_ENG_20070102.0322.LDC2009T13,61b3a0af8fd51d178066,"JERUSALEM - Teddy Kollek, the legendary mayor of Jerusalem, dies at 95.","[(0, 'JERUSALEM'), (1, '--'), (2, 'Teddy'), (3, 'Kollek'), (4, ','), (5, 'the'), (6, 'legendary'), (7, 'mayor'), (8, 'of'), (9, 'Jerusalem'), (10, ','), (11, 'dies'), (12, 'at'), (13, '95'), (14, '.')]",2,3,0,0,,,,,
eng-NG-31-142091-9998631,61b3aae9c04ac93100d5,"In 2000, Gloucester County, where Irene Morgan got on that bus six decades earlier, and where she lived in her final years, honored her on its 350th anniversary.","[(0, 'In'), (1, '2000'), (2, ','), (3, 'Gloucester'), (4, 'County'), (5, ','), (6, 'where'), (7, 'Irene'), (8, 'Morgan'), (9, 'got'), (10, 'on'), (11, 'that'), (12, 'bus'), (13, 'six'), (14, 'decades'), (15, 'earlier'), (16, ','), (17, 'and'), (18, 'where'), (19, 'she'), (20, 'lived'), (21, 'in'), (22, 'her'), (23, 'final'), (24, 'years'), (25, ','), (26, 'honored'), (27, 'her'), (28, 'on'), (29, 'its'), (30, '350th'), (31, 'anniversary'), (32, '.')]",27,27,3,4,,,,,
NYT_ENG_20101229.0130,61b3a0af8f7795e91038,The appointment of Cathleen P. Black as the next New York City schools chancellor was upheld Wednesday by a judge clearing the way for her to start as scheduled next week.,"[(0, 'The'), (1, 'appointment'), (2, 'of'), (3, 'Cathleen'), (4, 'P.'), (5, 'Black'), (6, 'as'), (7, 'the'), (8, 'next'), (9, 'New'), (10, 'York'), (11, 'City'), (12, 'schools'), (13, 'chancellor'), (14, 'was'), (15, 'upheld'), (16, 'Wednesday'), (17, 'by'), (18, 'a'), (19, 'judge'), (20, 'clearing'), (21, 'the'), (22, 'way'), (23, 'for'), (24, 'her'), (25, 'to'), (26, 'start'), (27, 'as'), (28, 'scheduled'), (29, 'next'), (30, 'week'), (31, '.')]",24,24,9,11,,,,,
APW_ENG_20070529.1113.LDC2009T13,61b3a65fb9bc79624aa1,Mitchell was elected to the U.S. House of Representatives from Baltimore in 1970 and was Maryland's first black congressman.,"[(0, 'Mitchell'), (1, 'was'), (2, 'elected'), (3, 'to'), (4, 'the'), (5, 'U.S.'), (6, 'House'), (7, 'of'), (8, 'Representatives'), (9, 'from'), (10, 'Baltimore'), (11, 'in'), (12, '1970'), (13, 'and'), (14, 'was'), (15, 'Maryland'), (16, ""'s""), (17, 'first'), (18, 'black'), (19, 'congressman'), (20, '.')]",0,0,10,10,,,,,
APW_ENG_20061007.0743.LDC2007T07,61b3a0af8fa86385b937,The dispute arises from a probe begun last fall by the attorney general into Lancaster Coroner G. Gary Kirchner's dealings with the press.,"[(0, 'The'), (1, 'dispute'), (2, 'arises'), (3, 'from'), (4, 'a'), (5, 'probe'), (6, 'begun'), (7, 'last'), (8, 'fall'), (9, 'by'), (10, 'the'), (11, 'attorney'), (12, 'general'), (13, 'into'), (14, 'Lancaster'), (15, 'Coroner'), (16, 'G.'), (17, 'Gary'), (18, 'Kirchner'), (19, ""'s""), (20, 'dealings'), (21, 'with'), (22, 'the'), (23, 'press'), (24, '.')]",16,18,14,14,,,,,
APW_ENG_20070124.0836.LDC2009T13,61b3a0af8f9719d5837e,"Madonna , 48, and her husband, movie director Guy Ritchie , 38, last year adopted David Banda and took the 1-year-old to their home in London even though the boy's father was still alive.","[(0, 'Madonna'), (1, ','), (2, '48'), (3, ','), (4, 'and'), (5, 'her'), (6, 'husband'), (7, ','), (8, 'movie'), (9, 'director'), (10, 'Guy'), (11, 'Ritchie'), (12, ','), (13, '38'), (14, ','), (15, 'last'), (16, 'year'), (17, 'adopted'), (18, 'David'), (19, 'Banda'), (20, 'and'), (21, 'took'), (22, 'the'), (23, '1-year-old'), (24, 'to'), (25, 'their'), (26, 'home'), (27, 'in'), (28, 'London'), (29, 'even'), (30, 'though'), (31, 'the'), (32, 'boy'), (33, ""'s""), (34, 'father'), (35, 'was'), (36, 'still'), (37, 'alive'), (38, '.')]",18,19,28,28,,,,,
