tac_doc_id,tac_sentence_id,sentence,tac_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20080907.0026.LDC2009T13,61b3a0af8fd7642430a2,"In New York City, Zagat's home, it offers ratings of 2,372 restaurants , 28 percent of the number on Yelp's site; for the San Francisco Bay Area, it rates 1,135, or only about 6 percent of Yelp's.","['In', 'New', 'York', 'City', ',', 'Zagat', ""'s"", 'home', ',', 'it', 'offers', 'ratings', 'of', '2,372', 'restaurants', ',', '28', 'percent', 'of', 'the', 'number', 'on', 'Yelp', ""'s"", 'site', ';', 'for', 'the', 'San', 'Francisco', 'Bay', 'Area', ',', 'it', 'rates', '1,135', ',', 'or', 'only', 'about', '6', 'percent', 'of', 'Yelp', ""'s"", '.']",5,5,1,3,,,,,
LTW_ENG_20071101.0142.LDC2009T13,61b3a0af8f01f738d1de,"For 27 years, she headed the Institute for Defense and Disarmament Studies, a think tank she founded 27 years ago in Brookline, Mass. .","['For', '27', 'years', ',', 'she', 'headed', 'the', 'Institute', 'for', 'Defense', 'and', 'Disarmament', 'Studies', ',', 'a', 'think', 'tank', 'she', 'founded', '27', 'years', 'ago', 'in', 'Brookline', ',', 'Mass.', '.']",4,4,23,23,,,,,
eng-NG-31-126958-9171868,61b3a0af8f93fd6d1d59,"While a student at Southwestern Louisiana Institute (now the University of Louisiana at Lafayette), he signed up for the Civilian Pilot Training program and learned to fly Piper Cubs.","['While', 'a', 'student', 'at', 'Southwestern', 'Louisiana', 'Institute', '-LRB-', 'now', 'the', 'University', 'of', 'Louisiana', 'at', 'Lafayette', '-RRB-', ',', 'he', 'signed', 'up', 'for', 'the', 'Civilian', 'Pilot', 'Training', 'program', 'and', 'learned', 'to', 'fly', 'Piper', 'Cubs', '.']",17,17,14,14,,,,,
NYT_ENG_20080407.0097.LDC2009T13,61b3a0af8f880ff4be49,"ATLANTA - ""American Idol"" finalist Michael Johns moved to Los Angeles several years ago, but his heart is still in Atlanta . '","['ATLANTA', '--', '``', 'American', 'Idol', ""''"", 'finalist', 'Michael', 'Johns', 'moved', 'to', 'Los', 'Angeles', 'several', 'years', 'ago', ',', 'but', 'his', 'heart', 'is', 'still', 'in', 'Atlanta', '.', ""'""]",7,8,0,0,,,,,
eng-WL-11-174572-12947769,61b3a0af8ff27bb51122,"While perched front row at Topshop Unique's S/S 10 show in London, Olivia Palermo exclusively told ELLEuk.com ` I don't like my hair at the moment, I'm planning on going brunette as soon as I get back home'.","['While', 'perched', 'front', 'row', 'at', 'Topshop', 'Unique', ""'s"", 'S/S', '10', 'show', 'in', 'London', ',', 'Olivia', 'Palermo', 'exclusively', 'told', 'ELLEuk.com', '`', 'I', 'do', ""n't"", 'like', 'my', 'hair', 'at', 'the', 'moment', ',', 'I', ""'m"", 'planning', 'on', 'going', 'brunette', 'as', 'soon', 'as', 'I', 'get', 'back', 'home', ""'"", '.']",14,15,12,12,,,,,
APW_ENG_20080220.0024.LDC2009T13,61b3a0af8f599628989e,"If Andre Carson wins the Democratic-leaning Indianapolis district over a freshman Republican legislator and a longshot Libertarian candidate, he would join Rep. Keith Ellison, a Minnesota Democrat, as the only Muslims elected to Congress.","['If', 'Andre', 'Carson', 'wins', 'the', 'Democratic-leaning', 'Indianapolis', 'district', 'over', 'a', 'freshman', 'Republican', 'legislator', 'and', 'a', 'longshot', 'Libertarian', 'candidate', ',', 'he', 'would', 'join', 'Rep.', 'Keith', 'Ellison', ',', 'a', 'Minnesota', 'Democrat', ',', 'as', 'the', 'only', 'Muslims', 'elected', 'to', 'Congress', '.']",19,19,6,6,,,,,
NYT_ENG_20080919.0119.LDC2009T13,61b3a0af8fe58a5328e5,"But they certainly are in no position to tell the masses to not live near the water, with the Kennedy compound in Hyannis Port and Kerry's home on Nantucket.","['But', 'they', 'certainly', 'are', 'in', 'no', 'position', 'to', 'tell', 'the', 'masses', 'to', 'not', 'live', 'near', 'the', 'water', ',', 'with', 'the', 'Kennedy', 'compound', 'in', 'Hyannis', 'Port', 'and', 'Kerry', ""'s"", 'home', 'on', 'Nantucket', '.']",26,26,30,30,,,,,
APW_ENG_20070102.0322.LDC2009T13,61b3a0af8fd51d178066,"JERUSALEM - Teddy Kollek, the legendary mayor of Jerusalem, dies at 95.","['JERUSALEM', '--', 'Teddy', 'Kollek', ',', 'the', 'legendary', 'mayor', 'of', 'Jerusalem', ',', 'dies', 'at', '95', '.']",2,3,0,0,,,,,
eng-NG-31-142091-9998631,61b3aae9c04ac93100d5,"In 2000, Gloucester County, where Irene Morgan got on that bus six decades earlier, and where she lived in her final years, honored her on its 350th anniversary.","['In', '2000', ',', 'Gloucester', 'County', ',', 'where', 'Irene', 'Morgan', 'got', 'on', 'that', 'bus', 'six', 'decades', 'earlier', ',', 'and', 'where', 'she', 'lived', 'in', 'her', 'final', 'years', ',', 'honored', 'her', 'on', 'its', '350th', 'anniversary', '.']",27,27,3,4,,,,,
NYT_ENG_20101229.0130,61b3a0af8f7795e91038,The appointment of Cathleen P. Black as the next New York City schools chancellor was upheld Wednesday by a judge clearing the way for her to start as scheduled next week.,"['The', 'appointment', 'of', 'Cathleen', 'P.', 'Black', 'as', 'the', 'next', 'New', 'York', 'City', 'schools', 'chancellor', 'was', 'upheld', 'Wednesday', 'by', 'a', 'judge', 'clearing', 'the', 'way', 'for', 'her', 'to', 'start', 'as', 'scheduled', 'next', 'week', '.']",24,24,9,11,,,,,
APW_ENG_20070529.1113.LDC2009T13,61b3a65fb9bc79624aa1,Mitchell was elected to the U.S. House of Representatives from Baltimore in 1970 and was Maryland's first black congressman.,"['Mitchell', 'was', 'elected', 'to', 'the', 'U.S.', 'House', 'of', 'Representatives', 'from', 'Baltimore', 'in', '1970', 'and', 'was', 'Maryland', ""'s"", 'first', 'black', 'congressman', '.']",0,0,10,10,,,,,
APW_ENG_20061007.0743.LDC2007T07,61b3a0af8fa86385b937,The dispute arises from a probe begun last fall by the attorney general into Lancaster Coroner G. Gary Kirchner's dealings with the press.,"['The', 'dispute', 'arises', 'from', 'a', 'probe', 'begun', 'last', 'fall', 'by', 'the', 'attorney', 'general', 'into', 'Lancaster', 'Coroner', 'G.', 'Gary', 'Kirchner', ""'s"", 'dealings', 'with', 'the', 'press', '.']",16,18,14,14,,,,,
APW_ENG_20070124.0836.LDC2009T13,61b3a0af8f9719d5837e,"Madonna , 48, and her husband, movie director Guy Ritchie , 38, last year adopted David Banda and took the 1-year-old to their home in London even though the boy's father was still alive.","['Madonna', ',', '48', ',', 'and', 'her', 'husband', ',', 'movie', 'director', 'Guy', 'Ritchie', ',', '38', ',', 'last', 'year', 'adopted', 'David', 'Banda', 'and', 'took', 'the', '1-year-old', 'to', 'their', 'home', 'in', 'London', 'even', 'though', 'the', 'boy', ""'s"", 'father', 'was', 'still', 'alive', '.']",18,19,28,28,,,,,
NYT_ENG_20101123.0153,61b3a0af8f0fbaa51cdb,"The candidacy of Cathleen P. Black, Mayor Michael R. Bloomberg's choice to be chancellor of New York City schools, was in jeopardy Tuesday as both a panel weighing her credentials and the state official who will determine her fate expressed deep doubts about her readiness for the job.","['The', 'candidacy', 'of', 'Cathleen', 'P.', 'Black', ',', 'Mayor', 'Michael', 'R.', 'Bloomberg', ""'s"", 'choice', 'to', 'be', 'chancellor', 'of', 'New', 'York', 'City', 'schools', ',', 'was', 'in', 'jeopardy', 'Tuesday', 'as', 'both', 'a', 'panel', 'weighing', 'her', 'credentials', 'and', 'the', 'state', 'official', 'who', 'will', 'determine', 'her', 'fate', 'expressed', 'deep', 'doubts', 'about', 'her', 'readiness', 'for', 'the', 'job', '.']",3,5,17,19,,,,,
APW_ENG_20070905.1134.LDC2009T13,61b3a0af8f319cfd6d0f,"Gillmor, who represented Ohio's 5th District in the Bowling Green area of the state, was first elected to Congress in 1988.","['Gillmor', ',', 'who', 'represented', 'Ohio', ""'s"", '5th', 'District', 'in', 'the', 'Bowling', 'Green', 'area', 'of', 'the', 'state', ',', 'was', 'first', 'elected', 'to', 'Congress', 'in', '1988', '.']",0,0,10,11,,,,,
eng-NG-31-142091-8682876,61b3a0af8f093a144e55,"Morgan, a worker in a plant that made World War II bombers and the mother of two small children, was returning to her home in Baltimore aboard a Greyhound bus in July 1944 after a visit to her mother in Gloucester County, Va.","['Morgan', ',', 'a', 'worker', 'in', 'a', 'plant', 'that', 'made', 'World', 'War', 'II', 'bombers', 'and', 'the', 'mother', 'of', 'two', 'small', 'children', ',', 'was', 'returning', 'to', 'her', 'home', 'in', 'Baltimore', 'aboard', 'a', 'Greyhound', 'bus', 'in', 'July', '1944', 'after', 'a', 'visit', 'to', 'her', 'mother', 'in', 'Gloucester', 'County', ',', 'Va', '.']",24,24,27,27,,,,,
APW_ENG_20070115.0014.LDC2009T13,61b3a0af8fb6f0ae4f37,"""We're going to be highly visible at our churches ,"" Greenville Police Chief William Anderson said Sunday.","['``', 'We', ""'re"", 'going', 'to', 'be', 'highly', 'visible', 'at', 'our', 'churches', ',', ""''"", 'Greenville', 'Police', 'Chief', 'William', 'Anderson', 'said', 'Sunday', '.']",16,17,13,13,,,,,
APW_ENG_20070730.0574.LDC2009T13,61b3a0af8ff6ddc6b2f1,"Trista Sutter has given birth to a son, Maxwell Alston Sutter, in Vail, Colorado.","['Trista', 'Sutter', 'has', 'given', 'birth', 'to', 'a', 'son', ',', 'Maxwell', 'Alston', 'Sutter', ',', 'in', 'Vail', ',', 'Colorado', '.']",0,1,14,14,,,,,
LTW_ENG_20080417.0130.LDC2009T13,61b3a0af8f3aa1dc3581,"En route to the debate, Obama picked up critical support on Wednesday from the Pittsburgh Post-Gazette, the largest newspaper in the western part of the state, as well as the backing of superdelegates in Indiana and North Carolina: from Rep Andre Carson of Indianapolis, a new member of Congress who replaced his grandmother in a recent special election; and from Reps David Price and Melvin Watt of North Carolina, who had previously endorsed former senator John Edwards, D-NC.","['En', 'route', 'to', 'the', 'debate', ',', 'Obama', 'picked', 'up', 'critical', 'support', 'on', 'Wednesday', 'from', 'the', 'Pittsburgh', 'Post-Gazette', ',', 'the', 'largest', 'newspaper', 'in', 'the', 'western', 'part', 'of', 'the', 'state', ',', 'as', 'well', 'as', 'the', 'backing', 'of', 'superdelegates', 'in', 'Indiana', 'and', 'North', 'Carolina', ':', 'from', 'Rep', 'Andre', 'Carson', 'of', 'Indianapolis', ',', 'a', 'new', 'member', 'of', 'Congress', 'who', 'replaced', 'his', 'grandmother', 'in', 'a', 'recent', 'special', 'election', ';', 'and', 'from', 'Reps', 'David', 'Price', 'and', 'Melvin', 'Watt', 'of', 'North', 'Carolina', ',', 'who', 'had', 'previously', 'endorsed', 'former', 'senator', 'John', 'Edwards', ',', 'D-NC', '.']",44,45,47,47,,,,,
eng-NG-31-142091-9997468,61b3a0af8f97d52087bc,"He was 86 and lived St Martinville, La","['He', 'was', '86', 'and', 'lived', 'St', 'Martinville', ',', 'La']",0,0,5,6,,,,,
eng-NG-31-126958-9171868,61b3a0af8fc10c17f6b5,"DeBlanc took off from Henderson Field on Guadalcanal, leading a six-plane escort for a strike force of dive bombers that was to attack Japanese ships off Kolombagara Island in the Solomons.","['DeBlanc', 'took', 'off', 'from', 'Henderson', 'Field', 'on', 'Guadalcanal', ',', 'leading', 'a', 'six-plane', 'escort', 'for', 'a', 'strike', 'force', 'of', 'dive', 'bombers', 'that', 'was', 'to', 'attack', 'Japanese', 'ships', 'off', 'Kolombagara', 'Island', 'in', 'the', 'Solomons', '.']",0,0,7,7,,,,,
eng-NG-31-143592-10247893,61b3a65fb908e180fc78,I am forwarding an email from George Kennedy who lives on the corner of Chumleigh and York.,"['I', 'am', 'forwarding', 'an', 'email', 'from', 'George', 'Kennedy', 'who', 'lives', 'on', 'the', 'corner', 'of', 'Chumleigh', 'and', 'York', '.']",6,7,16,16,,,,,
NYT_ENG_20080407.0069.LDC2009T13,61b3a0af8f71c10227bd,"ATLANTA - ""American Idol"" finalist Michael Johns moved to Los Angeles several years ago, but his heart is still in Atlanta.","['ATLANTA', '--', '``', 'American', 'Idol', ""''"", 'finalist', 'Michael', 'Johns', 'moved', 'to', 'Los', 'Angeles', 'several', 'years', 'ago', ',', 'but', 'his', 'heart', 'is', 'still', 'in', 'Atlanta', '.']",18,18,11,12,,,,,
AFP_ENG_20100317.0353,61b3a0af8fd74bebcc09,"Iran's atomic chief Ali Akbar Salehi revealed the new offer in an interview with hardline daily Jawan, signalling a major change in Tehran's longstanding position on the nuclear fuel plan first drafted last October.","['Iran', ""'s"", 'atomic', 'chief', 'Ali', 'Akbar', 'Salehi', 'revealed', 'the', 'new', 'offer', 'in', 'an', 'interview', 'with', 'hardline', 'daily', 'Jawan', ',', 'signalling', 'a', 'major', 'change', 'in', 'Tehran', ""'s"", 'longstanding', 'position', 'on', 'the', 'nuclear', 'fuel', 'plan', 'first', 'drafted', 'last', 'October', '.']",4,6,24,24,,,,,
NYT_ENG_20071030.0031.LDC2009T13,61b3a0af8f2cca888059,"In 1960, he fell 115 votes short in his first run for mayor of New Britain.","['In', '1960', ',', 'he', 'fell', '115', 'votes', 'short', 'in', 'his', 'first', 'run', 'for', 'mayor', 'of', 'New', 'Britain', '.']",3,3,15,16,,,,,
APW_ENG_20070517.0033.LDC2009T13,61b3a0af8f37231c5374,"At her father's Ebenezer Baptist Church in Atlanta, she performed a series of solo skits that told stories including a girl's first ride on a desegregated bus and a college student's recollection of the 1963 campaign to desegregate Birmingham, Alabama.","['At', 'her', 'father', ""'s"", 'Ebenezer', 'Baptist', 'Church', 'in', 'Atlanta', ',', 'she', 'performed', 'a', 'series', 'of', 'solo', 'skits', 'that', 'told', 'stories', 'including', 'a', 'girl', ""'s"", 'first', 'ride', 'on', 'a', 'desegregated', 'bus', 'and', 'a', 'college', 'student', ""'s"", 'recollection', 'of', 'the', '1963', 'campaign', 'to', 'desegregate', 'Birmingham', ',', 'Alabama', '.']",1,1,8,8,,,,,
LTW_ENG_20071113.0131.LDC2009T13,61b3a0af8f26cc10f19d,"The family arrived in Los Angeles soon after World War I, when Hawkins was 11.","['The', 'family', 'arrived', 'in', 'Los', 'Angeles', 'soon', 'after', 'World', 'War', 'I', ',', 'when', 'Hawkins', 'was', '11', '.']",13,13,4,5,,,,,
AFP_ENG_20070220.0682.LDC2009T13,61b3a0af8fb5305842ef,"Born in Louisiana in 1958, DeGeneres began her career as a stand - up comic in New Orleans before graduating to television in the early 1980s, where she was soon appearing regularly on late-night shows.","['Born', 'in', 'Louisiana', 'in', '1958', ',', 'DeGeneres', 'began', 'her', 'career', 'as', 'a', 'stand', '-', 'up', 'comic', 'in', 'New', 'Orleans', 'before', 'graduating', 'to', 'television', 'in', 'the', 'early', '1980s', ',', 'where', 'she', 'was', 'soon', 'appearing', 'regularly', 'on', 'late-night', 'shows', '.']",6,6,17,18,,,,,
eng-WL-11-174595-12968277,61b3a0af8fb437e75ddb,"Yesterday we saw pictures of Jennifer Aniston's new dude Paul Sculfor doing the ""walk of shame"" out of her Malibu, CA home earlier this week and today we've got a couple pictures of Jen trying to also sneak out of her place shortly thereafter as if nothing at all were going on between the two :","['Yesterday', 'we', 'saw', 'pictures', 'of', 'Jennifer', 'Aniston', ""'s"", 'new', 'dude', 'Paul', 'Sculfor', 'doing', 'the', '``', 'walk', 'of', 'shame', ""''"", 'out', 'of', 'her', 'Malibu', ',', 'CA', 'home', 'earlier', 'this', 'week', 'and', 'today', 'we', ""'ve"", 'got', 'a', 'couple', 'pictures', 'of', 'Jen', 'trying', 'to', 'also', 'sneak', 'out', 'of', 'her', 'place', 'shortly', 'thereafter', 'as', 'if', 'nothing', 'at', 'all', 'were', 'going', 'on', 'between', 'the', 'two', ':']",10,11,22,22,,,,,
LTW_ENG_20070424.0164.LDC2009T13,61b3a0af8fe5375a56af,"Crisp, who lived in Washington, DC, for 28 years until moving back to Arizona in 2005, helped found the National Republican Coalition for Choice after the US Supreme Court's 1989 ruling upholding some state restrictions on abortions.","['Crisp', ',', 'who', 'lived', 'in', 'Washington', ',', 'DC', ',', 'for', '28', 'years', 'until', 'moving', 'back', 'to', 'Arizona', 'in', '2005', ',', 'helped', 'found', 'the', 'National', 'Republican', 'Coalition', 'for', 'Choice', 'after', 'the', 'US', 'Supreme', 'Court', ""'s"", '1989', 'ruling', 'upholding', 'some', 'state', 'restrictions', 'on', 'abortions', '.']",0,0,5,7,,,,,
APW_ENG_20070201.0905.LDC2009T13,61b3a0af8fd79afc0e2b,"In another case, Steinmeier faces a March 8 date to testify before a parliamentary committee about Murat Kurnaz, a German - born Turk from Bremen held for more than four years at Guantanamo Bay and freed last year after Merkel intervened.","['In', 'another', 'case', ',', 'Steinmeier', 'faces', 'a', 'March', '8', 'date', 'to', 'testify', 'before', 'a', 'parliamentary', 'committee', 'about', 'Murat', 'Kurnaz', ',', 'a', 'German', '-', 'born', 'Turk', 'from', 'Bremen', 'held', 'for', 'more', 'than', 'four', 'years', 'at', 'Guantanamo', 'Bay', 'and', 'freed', 'last', 'year', 'after', 'Merkel', 'intervened', '.']",17,18,26,26,,,,,
eng-WL-11-174592-12942323,61b3a0af8f6eb3e97836,"TELEVISIONISTANet Entertainment Exposed Sculfor, who was discovered by the London-based Select modeling agency lives in Los Angeles and is under contract with New York Model Management.","['TELEVISIONISTANet', 'Entertainment', 'Exposed', 'Sculfor', ',', 'who', 'was', 'discovered', 'by', 'the', 'London-based', 'Select', 'modeling', 'agency', 'lives', 'in', 'Los', 'Angeles', 'and', 'is', 'under', 'contract', 'with', 'New', 'York', 'Model', 'Management', '.']",3,3,16,17,,,,,
LTW_ENG_20080222.0092.LDC2009T13,61b3a0af8fd24a221648,"""We're an organization that has continually ignored the people whom we have trained and groomed ,"" said Alice Huffman, a board member from Sacramento, Calif., who ran against Bond last weekend, losing 30-21.","['``', 'We', ""'re"", 'an', 'organization', 'that', 'has', 'continually', 'ignored', 'the', 'people', 'whom', 'we', 'have', 'trained', 'and', 'groomed', ',', ""''"", 'said', 'Alice', 'Huffman', ',', 'a', 'board', 'member', 'from', 'Sacramento', ',', 'Calif.', ',', 'who', 'ran', 'against', 'Bond', 'last', 'weekend', ',', 'losing', '30-21', '.']",34,34,27,27,,,,,
NYT_ENG_20071002.0030.LDC2009T13,61b3a0af8fc93e4aba0c,"Harry Shuler Dent, grew up in St. Matthews, S.C., and graduated cum laude from Presbyterian College in Clinton, S.C., in 1951.","['Harry', 'Shuler', 'Dent', ',', 'grew', 'up', 'in', 'St.', 'Matthews', ',', 'S.C.', ',', 'and', 'graduated', 'cum', 'laude', 'from', 'Presbyterian', 'College', 'in', 'Clinton', ',', 'S.C.', ',', 'in', '1951', '.']",0,2,7,8,,,,,
NYT_ENG_20070404.0091.LDC2009T13,61b3a0af8f6313b7207c,"When Pamela Ahearn was entrusted to fly across the country to Los Angeles carrying millions of dollars worth of jewelry belonging to Elizabeth Taylor, then the wife of US Senator John Warner, Mrs. Ahearn dressed plainly for fear of attracting the attention of thieves.","['When', 'Pamela', 'Ahearn', 'was', 'entrusted', 'to', 'fly', 'across', 'the', 'country', 'to', 'Los', 'Angeles', 'carrying', 'millions', 'of', 'dollars', 'worth', 'of', 'jewelry', 'belonging', 'to', 'Elizabeth', 'Taylor', ',', 'then', 'the', 'wife', 'of', 'US', 'Senator', 'John', 'Warner', ',', 'Mrs.', 'Ahearn', 'dressed', 'plainly', 'for', 'fear', 'of', 'attracting', 'the', 'attention', 'of', 'thieves', '.']",1,2,11,12,,,,,
